category,cost,cuisine,featured,location,names,rating,reviews,urls
Bakery,Rs. 500,"Bakery,Desserts,Healthy Food",Best of Mumbai,Santacruz West,"Amrita's Healthy Treats & More
                                    ",4.5,(72 Reviews),https://www.zomato.com/mumbai/amritas-healthy-treats-more-santacruz-west
,Rs. 700,Desserts,Best of Mumbai,Kalbadevi,"Fruitilicious
                                    ",4.5,(179 Reviews),https://www.zomato.com/mumbai/fruitilicious-kalbadevi
Paan Shop,Rs. 200,Paan,Best of Mumbai,Powai,"Le Paan
                                    ",4.5,(828 Reviews),https://www.zomato.com/mumbai/le-paan-powai
Fine Dining,"Rs. 4,300","North Indian,Seafood","Wine & Dine,Best of Mumbai","Taj Lands End, Bandra","Masala Bay - Taj Lands End
                                    ",4.5,"(1,114 Reviews)",https://www.zomato.com/mumbai/masala-bay-taj-lands-end-bandstand-bandra-west
,Rs. 300,"Beverages,Tea",Best of Mumbai,Mumbai Central,"Brewlette Gourmet Teas
                                    ",4.5,(44 Reviews),https://www.zomato.com/mumbai/brewlette-gourmet-teas-mumbai-central
Quick Bites,Rs. 300,"Fast Food,Street Food,South Indian,North Indian",Best of Mumbai,Sion,"Guru Kripa
                                    ","4.6,4.2",,https://www.zomato.com/mumbai/guru-kripa-sion
Casual Dining,Rs. 700,"North Indian,Chinese,Malwani,Seafood","Just Delivery,Best of Mumbai",Nerul,"Maharashtra Lunch Home
                                    ","4.6,4.1",,https://www.zomato.com/mumbai/maharashtra-lunch-home-nerul-navi-mumbai
"Sweet Shop,Quick Bites",Rs. 400,"Mithai,Street Food,Fast Food,North Indian,South Indian",,Charni Road,"Tewari Bros. Mithaiwala
                                    ","4.2,4.6",,https://www.zomato.com/mumbai/tewari-bros-mithaiwala-charni-road
Casual Dining,"Rs. 2,000",Italian,"Sea View,Gourmet Pizza,Legendary Outlets",Churchgate,"Pizza By The Bay
                                    ","4.4,4.3",,https://www.zomato.com/mumbai/pizza-by-the-bay-churchgate
Bakery,Rs. 400,"Bakery,Desserts",,Mira Road,"Cake Nation
                                    ",4.4,(629 Reviews),https://www.zomato.com/mumbai/cake-nation-mira-road
Sweet Shop,Rs. 200,"Mithai,Desserts,Street Food",,Ghatkopar East,"Purshottam Kandoi Haribhai Damodar Mithaiwala
                                    ",4.4,"(1,990 Reviews)",https://www.zomato.com/mumbai/purshottam-kandoi-haribhai-damodar-mithaiwala-1-ghatkopar-east
,Rs. 200,Lebanese,"
                                                                                        30% off on all orders above ₹199
                                        ",Mira Road,"National Shawarma
                                    ",,,https://www.zomato.com/mumbai/national-shawarma-1-mira-road
Quick Bites,Rs. 250,Lebanese,,"Naupada, Thane West","Shawarmaji
                                    ",4.4,(513 Reviews),https://www.zomato.com/mumbai/shawarmaji-naupada-thane-west-thane
Bakery,Rs. 200,"Bakery,Fast Food",,Mira Road,"Cake Show
                                    ",4.4,(381 Reviews),https://www.zomato.com/mumbai/cake-show-mira-road
Casual Dining,"Rs. 1,300","Biryani,North Indian,Mughlai,Seafood",Kebab Places,CBD-Belapur,"Biryani Guru
                                    ","4.4,4.3",,https://www.zomato.com/mumbai/biryani-guru-cbd-belapur-navi-mumbai
Casual Dining,Rs. 600,"Malwani,Seafood,Maharashtrian","Best of Mumbai,
                                                                                        10% off on all orders above ₹300
                                        ",Goregaon East,"Satkar Rice Plate House
                                    ","4.7,4.0",,https://www.zomato.com/mumbai/satkar-rice-plate-house-goregaon-east
Casual Dining,Rs. 550,"North Indian,Maharashtrian",,Marine Lines,"B Bhagat Tarachand
                                    ","4.4,4.3",,https://www.zomato.com/mumbai/b-bhagat-tarachand-marine-lines
Casual Dining,Rs. 800,"Sindhi,North Indian,Chinese","Regional Favorites,Best of Mumbai",Khar,"Sindhful
                                    ","4.5,4.2",,https://www.zomato.com/mumbai/sindhful-khar
"Casual Dining,Bar","Rs. 1,600","European,Italian,Salad",Best of Mumbai,"Bandstand, Bandra West","Salt Water Cafe
                                    ","4.5,4.2",,https://www.zomato.com/SaltWaterCafeBandra
,Rs. 500,"Chinese,Continental,North Indian,Fast Food,Biryani","
                                                                                        20% off on all orders
                                        ","Andheri Lokhandwala, Andheri West","Ekitchen By Flag's
                                    ",,,https://www.zomato.com/mumbai/ekitchen-by-flags-andheri-lokhandwala
Casual Dining,"Rs. 1,800","Chinese,Asian,Sushi,Japanese,Thai",Best of Mumbai,Veera Desai Area,"Mainland China
                                    ","4.5,4.3",,https://www.zomato.com/mumbai/mainland-china-veera-desai-area
Sweet Shop,Rs. 300,"Mithai,Street Food",,"Panch Pakhadi, Thane West","Prashant Corner
                                    ",4.4,(607 Reviews),https://www.zomato.com/mumbai/prashant-corner-panch-pakhadi-thane-west
Casual Dining,Rs. 600,"Pizza,Beverages",Value For Money,Borivali West,"Little West Pizza
                                    ","4.4,4.3",,https://www.zomato.com/mumbai/little-west-pizza-borivali-west
"Casual Dining,Bar","Rs. 1,700","Continental,Mexican,Italian,Mediterranean,Thai,Desserts",Best of Mumbai,"Oshiwara, Andheri West","Quesso Ristorante
                                    ","4.6,4.2",,https://www.zomato.com/mumbai/quesso-ristorante-oshiwara
Fine Dining,"Rs. 2,500","Asian,Chinese,Sushi,Thai,Seafood","Wine & Dine,Best of Mumbai",Colaba,"Jia The Oriental Kitchen
                                    ","4.6,4.2",,https://www.zomato.com/mumbai/jia-the-oriental-kitchen-colaba
Casual Dining,"Rs. 2,300","Japanese,Korean","Pan-Asian Delicacies,Corporate Favorites",Powai,"Origami Japanese and Korean Restaurant
                                    ","4.3,4.5",,https://www.zomato.com/mumbai/origami-japanese-and-korean-restaurant-powai
"Casual Dining,Pub","Rs. 1,600","North Indian,Italian,Parsi,European",Best of Mumbai,"Oshiwara, Andheri West","1 BHK - Brew House Kitchen
                                    ","4.5,4.2",,https://www.zomato.com/mumbai/1-bhk-brew-house-kitchen-oshiwara
Casual Dining,Rs. 800,"North Indian,Mangalorean",,"Linking Road, Bandra West","Jai Jawan
                                    ",4.4,(923 Reviews),https://www.zomato.com/mumbai/jai-jawan-linking-road-bandra-west
Fine Dining,"Rs. 2,500","Asian,Chinese","Pan-Asian Delicacies,Best of Mumbai",Fort,"Royal China
                                    ","4.5,4.3",,https://www.zomato.com/mumbai/royal-china-fort
Bakery,Rs. 450,"Bakery,Desserts",,Vile Parle East,"Cake Basket
                                    ",4.4,(908 Reviews),https://www.zomato.com/mumbai/cake-basket-vile-parle-east
"Casual Dining,Bar","Rs. 2,100","Seafood,South Indian,Maharashtrian,Goan,North Indian","Regional Favorites,Legendary Outlets,Best of Mumbai",Mahim,"Goa Portuguesa
                                    ","4.5,4.3",,https://www.zomato.com/mumbai/goa-portuguesa-mahim
Lounge,"Rs. 1,500","North Indian,Chinese,Continental","Live Sports Screenings,Gigs and Events,Where's The Party?",Powai,"Cavalry The Lounge
                                    ",4.4,"(3,954 Reviews)",https://www.zomato.com/mumbai/cavalry-the-lounge-powai
Casual Dining,"Rs. 1,600","Seafood,North Indian,Mughlai,Malwani",,Chembur,"Ivy Restaurant And Banquets
                                    ",4.4,(872 Reviews),https://www.zomato.com/mumbai/ivy-restaurant-and-banquets-chembur
Casual Dining,"Rs. 1,200","North Indian,American,European,Asian",Best of Mumbai,Vashi,"The Union Bar & Eating House
                                    ","4.6,4.2",,https://www.zomato.com/mumbai/the-union-bar-eating-house-vashi-navi-mumbai
"Casual Dining,Bar","Rs. 1,900","Chinese,Asian,Thai,Sushi,Beverages","Best of Mumbai,
                                                                                        10% off on all orders
                                        ","Vasant Vihar, Thane West","China Bistro
                                    ","4.5,4.2",,https://www.zomato.com/mumbai/china-bistro-vasant-vihar-thane-west
Casual Dining,"Rs. 2,000","Spanish,European,Beverages",,Bandra Kurla Complex,"Uno Más - Tapas Bar Kitchen
                                    ",4.4,(757 Reviews),https://www.zomato.com/mumbai/uno-más-tapas-bar-kitchen-bandra-kurla-complex
Fine Dining,"Rs. 6,000","Italian,North Indian,Chinese,Fast Food,Desserts",Luxury Dining,"Grand Hyatt Mumbai & Residences, Santacruz East","Celini - Grand Hyatt Mumbai Hotel & Residences
                                    ",4.4,(621 Reviews),https://www.zomato.com/mumbai/celini-grand-hyatt-mumbai-hotel-residences-santacruz-east
"Casual Dining,Bar","Rs. 2,600","North Indian,Seafood,American",Great Buffets,"The Orchid, Vile Parle East","Boulevard - The Orchid
                                    ",4.4,"(2,267 Reviews)",https://www.zomato.com/mumbai/boulevard-the-orchid-vile-parle-east
"Fine Dining,Lounge","Rs. 3,500","Japanese,Sushi,Pizza,North Indian,Asian","Romantic,Rooftops,Sea View","InterContinental, Churchgate","Dome - InterContinental
                                    ",4.4,"(2,967 Reviews)",https://www.zomato.com/mumbai/dome-intercontinental-churchgate
"Bar,Casual Dining","Rs. 3,000","European,North Indian,Continental",,"High Street Phoenix, Lower Parel","The Wine Rack
                                    ",4.4,"(1,480 Reviews)",https://www.zomato.com/mumbai/the-wine-rack-lower-parel
Quick Bites,Rs. 600,"Fast Food,Beverages",Best of Mumbai,"Vasant Vihar, Thane West","Fooze
                                    ","4.5,4.2",,https://www.zomato.com/mumbai/fooze-1-vasant-vihar-thane-west
"Bar,Casual Dining","Rs. 1,500","Italian,Continental,Pizza,American","Sunday Brunches,European & Mediterranean,Boozy Bars,Happy Hours,Best of Gold",Fort,"Millennials Eatery & Bar
                                    ",4.4,"(1,292 Reviews)",https://www.zomato.com/mumbai/millennials-eatery-bar-fort
Casual Dining,"Rs. 1,700","Asian,Thai",,"Hill Road, Bandra West","Mamagoto
                                    ","4.4,4.3",,https://www.zomato.com/mumbai/mamagoto-hill-road-bandra-west
Quick Bites,Rs. 450,"North Indian,Chinese,Kerala,Biryani",Best of Mumbai,Fort,"Hotel Deluxe
                                    ","4.6,4.1",,https://www.zomato.com/mumbai/hotel-deluxe-fort
Quick Bites,Rs. 150,South Indian,,Matunga East,"Udipi Idli House
                                    ",4.4,(601 Reviews),https://www.zomato.com/mumbai/udipi-idli-house-matunga-east
,Rs. 200,Bakery,,Kharghar,"Just Baked by Melissa
                                    ",4.4,(280 Reviews),https://www.zomato.com/mumbai/just-baked-by-melissa-kharghar-navi-mumbai
Food Truck,Rs. 100,"Burger,Fast Food","
                                                                                        10% off on all orders
                                        ",Kandivali East,"Honeys Delights
                                    ",4.4,(986 Reviews),https://www.zomato.com/honeys-delights-food-truck
Sweet Shop,Rs. 200,"Mithai,Bakery",,Ulhasnagar,"Ramesh Sweets And Cakes
                                    ",4.4,(84 Reviews),https://www.zomato.com/mumbai/ramesh-sweets-and-cakes-ulhasnagar-thane
Dessert Parlor,Rs. 300,Desserts,,Dombivali East,"The Cake Room
                                    ",4.4,(224 Reviews),https://www.zomato.com/mumbai/the-cake-room-2-dombivali-east-thane
Lounge,"Rs. 4,500",Continental,"Sea View,Late Night Restaurants,Outdoor Seating","Novotel, Juhu","Gadda Da Vida - Novotel
                                    ",4.4,"(2,665 Reviews)",https://www.zomato.com/mumbai/gadda-da-vida-novotel-juhu
Café,Rs. 500,Cafe,Great Coffee,Khar,"KCROASTERS - A Koinonia Project
                                    ","4.3,4.5",,https://www.zomato.com/mumbai/kcroasters-a-koinonia-project-khar
Sweet Shop,Rs. 400,Mithai,,Byculla,"Tawakkal Sweets
                                    ",4.4,(633 Reviews),https://www.zomato.com/mumbai/tawakkal-sweets-byculla
Fine Dining,"Rs. 2,700",Italian,Gourmet Pizza,"President, Cuffe Parade","Trattoria - President, Mumbai - IHCL SeleQtions
                                    ",4.4,"(1,079 Reviews)",https://www.zomato.com/mumbai/trattoria-president-mumbai-ihcl-seleqtions-cuffe-parade
Fine Dining,"Rs. 2,500","North Indian,Continental,Asian",,"The Taj Mahal Palace, Colaba","Shamiana - The Taj Mahal Palace
                                    ",4.4,"(1,860 Reviews)",https://www.zomato.com/mumbai/shamiana-the-taj-mahal-palace-colaba
"Casual Dining,Bar","Rs. 1,300","Continental,Italian,Chinese,Fast Food",Legendary Outlets,Colaba,"Cafe Mondegar
                                    ",4.4,"(5,487 Reviews)",https://www.zomato.com/mumbai/cafe-mondegar-colaba
Quick Bites,Rs. 700,"Healthy Food,Sandwich,Beverages",Healthy Eats,Lower Parel,"Flax
                                    ","4.3,4.4",,https://www.zomato.com/mumbai/flax-lower-parel
"Bakery,Dessert Parlor",Rs. 300,"Bakery,Desserts,Beverages",,Lower Parel,"Sweetish House Mafia
                                    ","4.4,4.3",,https://www.zomato.com/mumbai/sweetish-house-mafia-lower-parel
,Rs. 350,"Chinese,Asian,Thai","
                                                                                        10% off on your first order
                                        ",Santacruz East,"OH SOY
                                    ",,,https://www.zomato.com/mumbai/oh-soy-santacruz-east
,Rs. 250,Rolls,,Ghatkopar East,"Dolphin Frankie
                                    ",4.4,(281 Reviews),https://www.zomato.com/mumbai/dolphin-frankie-ghatkopar-east
Fine Dining,"Rs. 3,000","Continental,Italian,Fast Food,Mexican,Beverages",Romantic,"Pali Hill, Bandra West","Pali Village Cafe
                                    ",4.4,"(2,353 Reviews)",https://www.zomato.com/mumbai/pali-village-cafe-pali-hill-bandra-west
Casual Dining,"Rs. 1,700","Seafood,North Indian,Goan,Italian","
                                                                                        20% off on all orders
                                        ","Regenza By Tunga Hotels, Vashi","Somethings Fishy - Regenza By Tunga
                                    ","4.4,4.3",,https://www.zomato.com/mumbai/somethings-fishy-regenza-by-tunga-vashi-navi-mumbai
Lounge,"Rs. 2,000","North Indian,Chinese,Mughlai,Desserts","
                                                                                        15% off on all orders above ₹499
                                        ","Andheri Lokhandwala, Andheri West","Trumpet Sky Lounge
                                    ",4.4,(869 Reviews),https://www.zomato.com/mumbai/trumpet-sky-lounge-andheri-lokhandwala
,Rs. 150,Momos,"
                                                                                        30% off on all orders above ₹100
                                        ",Bhayandar,"Siru's Momo
                                    ",4.4,(367 Reviews),https://www.zomato.com/mumbai/sirus-momo-bhayandar
Casual Dining,"Rs. 1,200","North Indian,Chinese",,"Hotel Royal Orchid, Chembur","Orchids
                                    ","4.4,4.3",,https://www.zomato.com/mumbai/orchids-chembur
Fine Dining,"Rs. 3,000","Japanese,Chinese,North Indian,Mughlai,Pizza","Romantic,Rooftops","Ramada Powai Hotel & Convention Centre, Powai","Skky - Ramada Powai Hotel and Convention Centre
                                    ",4.4,"(1,690 Reviews)",https://www.zomato.com/mumbai/skky-ramada-powai-hotel-and-convention-centre-powai
Fine Dining,"Rs. 4,000","Continental,European","Insta-Worthy,Meat Cravings",Colaba,"The Table
                                    ",4.4,"(1,186 Reviews)",https://www.zomato.com/mumbai/the-table-colaba
"Bakery,Dessert Parlor",Rs. 800,"Bakery,Desserts,Coffee",,Fort,"La Folie Du Chocolate
                                    ","4.4,4.4",,https://www.zomato.com/mumbai/la-folie-du-chocolate-fort
"Bakery,Quick Bites",Rs. 400,"Bakery,Desserts,Fast Food",,Goregaon West,"Huckleberry's
                                    ",4.4,(178 Reviews),https://www.zomato.com/mumbai/huckleberrys-3-goregaon-west
